"species_code","season","start_year","end_year","start_date","end_date","srd_id","longitude","latitude","abd","abd_ppy","abd_ppy_lower","abd_ppy_upper","abd_ppy_nonzero","abd_trend","abd_trend_lower","abd_trend_upper"
"uplsan","breeding",2012,2022,"05-31","06-28",248293,-108.188212648738,50.3120471811979,0.198761998662821,-0.471014830380776,-1.20257999765701,0.976656301053523,FALSE,-4.61155725295669,-11.3954476807346,10.2071713157094
"uplsan","breeding",2012,2022,"05-31","06-28",248294,-107.812697599606,50.3120471811979,0.143812679503996,2.51526008646244,1.28451521057359,3.34307294384448,TRUE,28.1991597177482,13.6136565031759,38.9356550653143
"uplsan","breeding",2012,2022,"05-31","06-28",248295,-107.437182550474,50.3120471811979,0.182480201402302,2.20930399323713,0.113999039446504,3.54642863852793,TRUE,24.424043023702,1.14585630950688,41.6939296190066
"uplsan","breeding",2012,2022,"05-31","06-28",248296,-107.061667501342,50.3120471811979,0.241246279397245,-0.0283094010343995,-1.01485567035258,0.636891429039561,FALSE,-0.282733642478428,-9.6974100080515,6.55458303260052
"uplsan","breeding",2012,2022,"05-31","06-28",248297,-106.68615245221,50.3120471811979,0.295251057969064,-1.53356116053066,-1.99982915089742,-0.483461401948691,TRUE,-14.3194365032383,-18.2912948495009,-4.73077791761406
"uplsan","breeding",2012,2022,"05-31","06-28",248298,-106.310637403079,50.3120471811979,0.280107671572511,2.14417776007568,0.899673070577164,4.18060800308263,TRUE,23.6335011072312,9.36984348867511,50.615225611434
"uplsan","breeding",2012,2022,"05-31","06-28",248299,-105.935122353947,50.3120471811979,0.221606184169741,4.37701094298473,0.74149780257872,6.21483907307743,TRUE,53.4788574651818,7.66735289829701,82.7477145665565
"uplsan","breeding",2012,2022,"05-31","06-28",248300,-105.559607304815,50.3120471811979,0.270779989532779,2.1092537195315,0.85648198453138,3.78081989895876,TRUE,23.2114365069059,8.90257602945745,44.9342322377787
"uplsan","breeding",2012,2022,"05-31","06-28",248301,-105.184092255683,50.3120471811979,0.343583885807104,-0.00694695389762701,-1.60945032410125,1.88678579847632,FALSE,-0.0694478259230857,-14.9775004733216,20.5531654880523
"uplsan","breeding",2012,2022,"05-31","06-28",248302,-104.808577206551,50.3120471811979,0.380637784079628,4.97043770864522,2.0020476156236,7.83232713153666,TRUE,62.4314351107155,21.9239151123486,112.564031476167
"uplsan","breeding",2012,2022,"05-31","06-28",248303,-104.433062157419,50.3120471811979,0.443084975391209,-1.06057275034986,-2.28804207260303,2.18805623850543,FALSE,-10.1136139821962,-20.6627474925498,24.1656262597967
"uplsan","breeding",2012,2022,"05-31","06-28",248304,-104.057547108288,50.3120471811979,0.341396572926304,1.59116653229585,-0.488963771273482,6.73888720979576,FALSE,17.1006947975274,-4.78344012273515,91.9670575820529
"uplsan","breeding",2012,2022,"05-31","06-28",248305,-103.682032059156,50.3120471811979,0.301092236944405,0.878584606801609,-0.787055710255651,1.55589383960284,FALSE,9.14147070332583,-7.59757232821918,16.694753074012
"uplsan","breeding",2012,2022,"05-31","06-28",248306,-103.306517010024,50.3120471811979,0.217006722163499,1.69242604384076,0.779118531188746,3.21341951306786,TRUE,18.2731279916233,8.07010031897613,37.2023869120254
"uplsan","breeding",2012,2022,"05-31","06-28",248307,-102.931001960892,50.3120471811979,0.254166771267398,0.451589671326944,-1.17666421439319,1.82147044280677,FALSE,4.60878057816909,-11.1627524560292,19.782575163656
"uplsan","breeding",2012,2022,"05-31","06-28",248308,-102.55548691176,50.3120471811979,0.242319869558344,0.315755935250725,-0.926166311998334,1.88243488954205,FALSE,3.20280503998485,-8.88504089874617,20.5016951174371
"uplsan","breeding",2012,2022,"05-31","06-28",248309,-102.179971862629,50.3120471811979,0.349325073639268,1.32008213722599,-2.07155388502134,3.21181212359206,FALSE,14.0132516465678,-18.8873418958382,37.181021258309
